emotion,intensity,socialInteraction,productivity,overwhelmed,recentThoughts,context,duration,moodLabel,recommendation1,recommendation2,recommendation3
Anxious,10,Rarely,No,No,Waiting for results,Social gathering,2 weeks,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Content,8,Frequently,Yes,No,Grateful for small things,Home,3 days,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Angry,10,Rarely,Yes,No,Plans fell through,School,1 month,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Bored,1,Rarely,Unsure,Yes,Nothing to do,Gym,2 days,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Content,9,Often,Yes,No,Feeling satisfied with life,Social gathering,1 month,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Angry,5,Frequently,Unsure,No,Witnessing unfair treatment,Home,1 month,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,1,Never,No,No,Planning vacation,School,1 day,Positive,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Neutral,9,Often,Unsure,No,Enjoying the weather,Outside,2 weeks,Neutral,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,3,Never,Unsure,Yes,Realizing a mistake,Coffee shop,2 weeks,Negative,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Neutral,6,Rarely,Yes,Yes,Normal activities,Home,1 month,Neutral,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Happy,1,Never,No,No,Learned something new,Work,1 day,Positive,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Content,7,Often,Yes,No,Taking a long walk,Home,1 day,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Bored,2,Often,No,Yes,Watching TV without engagement,Work,1 day,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Overwhelmed,1,Frequently,Yes,No,Personal and work pressure,Work,3 days,Negative,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,3,Never,Unsure,No,Realizing that expectations were unrealistic,Family event,3 days,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Curious,5,Never,Unsure,No,Engaging in new experiences,Social gathering,2 weeks,Neutral,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,6,Frequently,No,Yes,Meditated,Community center,2 days,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Frustrated,6,Never,Yes,No,Miscommunication,Community center,2 days,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Sad,3,Frequently,Yes,No,Broke a promise,Coffee shop,1 week,Negative,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Bored,10,Never,Unsure,No,Waiting for excitement,Outside,2 weeks,Negative,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Hopeful,10,Frequently,No,No,Dreaming of possibilities,Family event,2 weeks,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,8,Rarely,Yes,Yes,Learning a new skill,Outside,2 weeks,Positive,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Stressed,9,Occasionally,Unsure,No,Feeling unprepared for an event,Park,2 weeks,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Content,2,Often,Unsure,No,Feeling in harmony with surroundings,Gym,1 week,Positive,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Angry,4,Occasionally,Unsure,Yes,Dealing with rude behavior,Outside,2 days,Negative,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Happy,4,Never,No,Yes,Achieved a goal,Home,1 month,Positive,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Bored,2,Often,No,No,Feeling uninspired,Social gathering,1 week,Negative,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Angry,4,Never,No,Yes,Injustice at work,Family event,1 day,Negative,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,9,Never,Yes,No,Not getting recognition,Park,2 weeks,Negative,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,2,Frequently,Unsure,Yes,Connected with a friend over tea,Community center,2 weeks,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,7,Often,Unsure,Yes,Starting new project,Coffee shop,2 days,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Happy,9,Frequently,Yes,Yes,Received praise at work,School,2 days,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Hopeful,3,Never,Yes,Yes,Finding strength in challenges,Coffee shop,1 month,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Content,7,Often,No,Yes,Enjoyed a simple moment,Community center,2 days,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Angry,6,Often,No,No,Encountering disrespect,Outside,3 days,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Overwhelmed,5,Occasionally,Yes,No,Having trouble prioritizing tasks,Outside,1 day,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Bored,9,Never,Yes,No,Feeling restless,Park,1 day,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,10,Rarely,Unsure,No,Exploring a new place,Community center,2 weeks,Positive,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,6,Rarely,Yes,No,New opportunity,Home,3 days,Positive,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Content,4,Occasionally,Yes,No,Sipping coffee in silence,School,2 days,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,3,Rarely,No,No,Positive change,Work,2 weeks,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Angry,6,Never,Yes,Yes,Miscommunication,Social gathering,1 month,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,4,Occasionally,Unsure,No,Feeling let down,Gym,2 days,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Anxious,10,Never,Unsure,Yes,Important meeting,Park,3 days,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,6,Occasionally,No,Yes,Read a good book,Outside,2 days,Positive,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,8,Frequently,Unsure,No,Not getting recognition,Coffee shop,1 week,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Happy,7,Frequently,Unsure,Yes,Received good news,Outside,1 day,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Curious,10,Rarely,Yes,No,Asking a lot of questions,Coffee shop,3 days,Neutral,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,9,Rarely,Unsure,Yes,Receiving an unexpected response,Park,1 day,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Disappointed,3,Occasionally,Unsure,No,Failing to achieve a desired outcome,Coffee shop,1 week,Negative,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Curious,10,Occasionally,Yes,Yes,Discovering new hobbies,Social gathering,2 days,Neutral,https://positivepsychology.com/emotional-maturity/,The future belongs to those who believe in the beauty of their dreams.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Relaxed,9,Rarely,Unsure,No,Enjoyed a quiet day,Community center,1 day,Positive,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Hopeful,7,Occasionally,Yes,No,Looking forward to the future,School,2 days,Positive,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Sad,7,Occasionally,Yes,Yes,Remembered a sad event,Social gathering,2 days,Negative,https://positivepsychology.com/emotional-maturity/,"You are braver than you believe, stronger than you seem, and smarter than you think.","<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Curious,1,Occasionally,Unsure,Yes,Looking for answers,Outside,2 weeks,Neutral,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Anxious,10,Rarely,Yes,Yes,Anticipating an interview,School,2 weeks,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Hopeful,5,Never,Yes,No,Imagining positive outcomes,Outside,1 week,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Excited,1,Frequently,Yes,No,Looking forward to event,Community center,3 days,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Happy,10,Rarely,Unsure,Yes,Received good news,School,1 month,Positive,https://positivepsychology.com/emotional-maturity/,Don't watch the clock; do what it does. Keep going.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
Frustrated,2,Frequently,Unsure,No,Technical issues,Community center,1 week,Negative,https://positivepsychology.com/emotional-maturity/,Believe you can and you're halfway there.,"<iframe style=""border-radius:12px"" src=""https://open.spotify.com/embed/track/1pzvpQEmn2TDm65aaBfIdi?utm_source=generator"" width=""100%"" height=""352"" frameBorder=""0"" allowfullscreen="""" allow=""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture"" loading=""lazy""></iframe>"
